<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1064/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121214,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/6/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/GRNKNYGN/LYBRNYLB,GRNKNYGN-0223934A,HundredGigE0/2/0/11/2.4001,LYBRNYLB-01153A08A,HundredGigE0/2/0/11/2.4001,100000,GRNKNYGN-0223928A,I1001/OTUC2/GRNKNYGN/LYBRNYLB,LYBRNYLB-01153A02A,I1001/OTUC2/GRNKNYGN/LYBRNYLB,L1 circuit field is correct as provided
I1001/GE100/NYCQNYJA/NYCQNYLN,NYCQNYJA-0110505A,HundredGigE0/4/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/13/0/10/2.4001,100000,NYCQNYJA-0110502A,I1001/OTUC2/NYCQNYJA/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYJA/NYCQNYLN,L1 circuit field is correct as provided
I1001/GE40/MNHMNJMD/MNHMNJMD,MNHMNJMD-0112147A,FortyGigE0/11/0/4.4001,MNHMNJMD-0112156A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1005/GE40/NYCKNYRA/NYCKNYRA,NYCKNYRA-0225410A,FortyGigE0/0/0/2.4001,NYCKNYRA-0225414A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCRNYNS/NYCRNYWS,NYCRNYNS-0330110A,HundredGigE0/6/0/11/2.4001,NYCRNYWS-0112703A,HundredGigE0/4/0/11/2.4001,100000,NYCRNYNS-0330107A,I1001/OTUC2/NYCRNYNS/NYCRNYWS,NYCRNYWS-0112709A,I1001/OTUC2/NYCRNYNS/NYCRNYWS,L1 circuit field is correct as provided
I1001/GE100/NBWKNJNB/SORVNJSR,NBWKNJNB-0550215A,HundredGigE0/7/0/11/2.4001,SORVNJSR-0111728A,HundredGigE0/4/0/11/2.4001,100000,NBWKNJNB-0550209A,I1001/OTUC2/NBWKNJNB/SORVNJSR,SORVNJSR-0111734A,I1001/OTUC2/NBWKNJNB/SORVNJSR,L1 circuit field is correct as provided
I1001/GE100/NYCKNYBR/NYCKNYWM,NYCKNYBR-0110304A,HundredGigE0/15/0/11/2.4001,NYCKNYWM-0555112A,HundredGigE0/5/0/10/2.4001,100000,NYCKNYBR-0110301A,I1001/OTUC2/NYCKNYBR/NYCKNYWM,NYCKNYWM-0555109A,I1001/OTUC2/NYCKNYBR/NYCKNYWM,L1 circuit field is correct as provided
I1002/GE40/ATLCGABX/ATLCGABX,ATLCGABX-0113302A,FortyGigE0/12/0/1.4001,ATLCGABX-0113304A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPAEV/PHLAPASH,PHLAPAEV-0111705A,HundredGigE0/4/0/11/2.4001,PHLAPASH-0113118A,HundredGigE0/6/0/11/2.4001,100000,PHLAPAEV-0111702A,I1001/OTUC2/PHLAPAEV/PHLAPASH,PHLAPASH-0113218A,I1001/OTUC2/PHLAPAEV/PHLAPASH,L1 circuit field is correct as provided
I1001/GE100/LNDNNJ01/WSFDNJWS,LNDNNJ01-0111813A,HundredGigE0/3/0/11/2.4001,WSFDNJWS-0223203A,HundredGigE0/2/0/10/2.4001,100000,LNDNNJ01-0111807A,I1001/OTUC2/LNDNNJ01/WSFDNJWS,WSFDNJWS-0223209A,I1001/OTUC2/LNDNNJ01/WSFDNJWS,L1 circuit field is correct as provided
I1001/GE100/MSTCNYMC/PCHGNYPH,MSTCNYMC-0111608A,HundredGigE0/0/0/11/2.4001,PCHGNYPH-0111315A,HundredGigE0/0/0/10/2.4001,100000,MSTCNYMC-0111602A,I1001/OTUC2/MSTCNYMC/PCHGNYPH,PCHGNYPH-0111321A,I1001/OTUC2/MSTCNYMC/PCHGNYPH,L1 circuit field is correct as provided
I1001/GE40/HMBGPAHB/HMBGPAHB,HMBGPAHB-0113201A,FortyGigE0/1/0/4.4001,HMBGPAHB-0113203A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CDKNNJCK/PHBGNJPH,CDKNNJCK-0004720A,HundredGigE0/1/0/10/2.4001,PHBGNJPH-0111408A,HundredGigE0/11/0/11/2.4001,100000,CDKNNJCK-00004714A,I1001/OTUC2/CDKNNJCK/PHBGNJPH,PHBGNJPH-0111402A,I1001/OTUC2/CDKNNJCK/PHBGNJPH,L1 circuit field is correct as provided
I1004/GE100/WNRTPAAHW01/WNRTPAAHW01,WNRTPAAHW010130118,HundredGigE0/0/1/1.4001,WNRTPAAHW010130217A,HundredGigE0/8/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/NBWKNJNB/RBVLNJRB,NBWKNJNB-0550215A,HundredGigE0/10/0/11/2.4001,RBVLNJRB-0111103A,HundredGigE0/11/0/11/2.4001,100000,NBWKNJNB-0550209A,I1001/OTUC2/NBWKNJNB/RBVLNJRB,RBVLNJRB-0111109A,I1001/OTUC2/NBWKNJNB/RBVLNJRB,L1 circuit field is correct as provided
I1001/GE100/FRDLNYFM/SYOSNYSY,FRDLNYFM-0222408A,HundredGigE0/3/0/11/2.4001,SYOSNYSY-0112317A,HundredGigE0/1/0/11/2.4001,100000,FRDLNYFM-0222402A,I1001/OTUC2/FRDLNYFM/SYOSNYSY,SYOSNYSY-0112323A,I1001/OTUC2/FRDLNYFM/SYOSNYSY,L1 circuit field is correct as provided
I1001/GE100/CDKNNJCK/WHIPNJWH,CDKNNJCK-0004720A,HundredGigE0/4/0/10/2.4001,WHIPNJWH-0114208A,HundredGigE0/12/0/11/2.4001,100000,CDKNNJCK-00004714A,I1001/OTUC2/CDKNNJCK/WHIPNJWH,WHIPNJWH-0114202A,I1001/OTUC2/CDKNNJCK/WHIPNJWH,L1 circuit field is correct as provided
I1001/GE100/DOVRNJDO/SUCCNJSU,DOVRNJDO-0222008A,HundredGigE0/4/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/4/0/11/2.4001,100000,DOVRNJDO-0222002A,I1001/OTUC2/DOVRNJDO/SUCCNJSU,SUCCNJSU-0115108A,I1001/OTUC2/DOVRNJDO/SUCCNJSU,L1 circuit field is correct as provided
I1001/GE100/GRTWDEGR/NWRKDENB,GRTWDEGR-0115011A,HundredGigE0/4/0/11/2.4001,NWRKDENB-0114705A,HundredGigE0/5/0/11/2.4001,100000,GRTWDEGR-0115008A,I1001/OTUC2/GRTWDEGR/NWRKDENB,NWRKDENB-0114702A,I1001/OTUC2/GRTWDEGR/NWRKDENB,L1 circuit field is correct as provided
I1002/GE40/LTFLNJLF/LTFLNJLF,LTFLNJLF-0112325A,FortyGigE0/12/0/4.4001,LTFLNJLF-0112406A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/HYBKPAHB/PRBGPAPB,HYBKPAHB-0110513A,HundredGigE0/0/0/11/2.4001,PRBGPAPB-0111906A,HundredGigE0/2/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/VLLSNJ02/VLLSNJ02,VLLSNJ02-0110002A,FortyGigE0/3/0/4.4001,VLLSNJ02-0111020A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/HCKNNJHK/RCPKNJ01,HCKNNJHK-0440411A,HundredGigE0/9/0/11/2.4001,RCPKNJ01-0222116A,HundredGigE0/11/0/11/2.4001,100000,HCKNNJHK-0440405A,I1002/OTUC2/HCKNNJHK/RCPKNJ01,RCPKNJ01-0222122A,I1002/OTUC2/HCKNNJHK/RCPKNJ01,L1 circuit field is correct as provided
I1001/GE100/EDSNNJED/WSFDNJWS,EDSNNJED-0223103A,HundredGigE0/12/0/11/2.4001,WSFDNJWS-0223203A,HundredGigE0/6/0/10/2.4001,100000,EDSNNJED-0223109A,I1002/OTUC2/EDSNNJED/WSFDNJWS,WSFDNJWS-0223209A,I1002/OTUC2/EDSNNJED/WSFDNJWS,L1 circuit field is correct as provided
I1001/GE40/MMRNNYMA/MMRNNYMA,MMRNNYMA-0220308A,FortyGigE0/0/8/0,MMRNNYMA-0220408A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/RVDLNJPL/WYCKNJWK,RVDLNJPL-0226429A,HundredGigE0/15/0/10/2.4001,WYCKNJWK-0111010A,HundredGigE0/12/0/11/2.4001,100000,RVDLNJPL-0226328A,I1001/OTUC2/RVDLNJPL/WYCKNJWK,WYCKNJWK-0111011A,I1001/OTUC2/RVDLNJPL/WYCKNJWK,L1 circuit field is correct as provided
I1001/GE100/FRHDNJFH/TMRVNJTR,FRHDNJFH-0111114A,HundredGigE0/13/0/11/2.4001,TMRVNJTR-0112109A,HundredGigE0/12/0/11/2.4001,100000,FRHDNJFH-0111120A,I1001/OTUC2/FRHDNJFH/TMRVNJTR,TMRVNJTR-0112103A,I1001/OTUC2/FRHDNJFH/TMRVNJTR,L1 circuit field is correct as provided
I1001/GE100/CHPLMN08/GLVYMNNV,CHPLMN08-0110102B,HundredGigE0/0/0/11/2.4001,GLVYMNNV-01S20403A,HundredGigE0/1/0/11/2.4001,100000,CHPLMN08-0110102C,I1001/OTUC2/CHPLMN08/GLVYMNNV,GLVYMNNV-01S20402A,I1001/OTUC2/CHPLMN08/GLVYMNNV,L1 circuit field is correct as provided
I1001/GE100/AMBLPAAM/FTWSPAFW,AMBLPAAM-0222509A,HundredGigE0/0/0/11/2.4001,FTWSPAFW-0330506A,HundredGigE0/1/0/11/2.4001,100000,AMBLPAAM-0222507A,I1001/OTUC2/AMBLPAAM/FTWSPAFW,FTWSPAFW-0330512A,I1001/OTUC2/AMBLPAAM/FTWSPAFW,L1 circuit field is correct as provided
I1004/GE40/CHTTPACT/CHTTPACT,CHTTPACT-0116103A,FortyGigE0/1/0/4.4001,CHTTPACT-0116200A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LKWDNJLK/WOVLNJWO,LKWDNJLK-0221008A,HundredGigE0/9/0/11/2.4001,WOVLNJWO-0111711A,HundredGigE0/11/0/11/2.4001,100000,LKWDNJLK-0221002A,I1001/OTUC2/LKWDNJLK/WOVLNJWO,WOVLNJWO-0111705A,I1001/OTUC2/LKWDNJLK/WOVLNJWO,L1 circuit field is correct as provided
I1001/GE100/NYCKNYBR/NYCKNYRA,NYCKNYBR-0110304A,HundredGigE0/14/0/10/2.4001,NYCKNYRA-0225410A,HundredGigE0/4/0/11/2.4001,100000,NYCKNYBR-0110301A,I1001/OTUC2/NYCKNYBR/NYCKNYRA,NYCKNYRA-0225407A,I1001/OTUC2/NYCKNYBR/NYCKNYRA,L1 circuit field is correct as provided
I1005/GE40/NYCQNYNW/NYCQNYNW,NYCQNYNW-0221109A,FortyGigE0/0/0/2.4001,NYCQNYNW-0221213A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1003/GE100/MTVWNJMV/WAYNNJAWW01,MTVWNJMV-0111236A,HundredGigE0/5/0/11/2.4001,WAYNNJAWW010120111A,HundredGigE0/12/0/11/2.4001,100000,MTVWNJMV-0111337A,I1003/OTUC2/MTVWNJMV/WAYNNJAWW01,WAYNNJAWW010120111B,I1003/OTUC2/MTVWNJMV/WAYNNJAWW01,L1 circuit field is correct as provided
I1001/GE40/PSSCNJPS/PSSCNJPS,PSSCNJPS-0333312A,FortyGigE0/11/0/4.4001,PSSCNJPS-0333317A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/NYCQNYHS/NYCQNYLN,NYCQNYHS-0332217A,HundredGigE0/4/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/6/0/10/2.4001,100000,NYCQNYHS-0332220A,I1001/OTUC2/NYCQNYHS/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYHS/NYCQNYLN,L1 circuit field is correct as provided
I1006/GE100/TAMQFLHU/TAMQFLHU,TAMQFLHU-0131106A,HundredGigE0/8/0/1.4001,TAMQFLHU-0131107,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/OMAHNE16/OMAHNEBA,OMAHNE16-0410333A,HundredGigE0/10/0/11/2.4001,OMAHNEBA-022111A,HundredGigE0/8/0/11/2.4001,100000,OMAHNE16-0410334A,I1002/OTUC2/OMAHNE16/OMAHNEBA,OMAHNEBA-022110A,I1002/OTUC2/OMAHNE16/OMAHNEBA,L1 circuit field is correct as provided
I1003/GE40/PHLAPAMK/PHLAPAMK,PHLAPAMK-0995501A,FortyGigE0/5/0/4.4001,PHLAPAMK-0995700A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1011/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120110,HundredGigE0/0/1/1.4001,WAYNNJAWW010120111A,HundredGigE0/12/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/CLSTNJCO/HCKNNJHK,CLSTNJCO-0110510A,HundredGigE0/4/0/11/2.4001,HCKNNJHK-0440411A,HundredGigE0/5/0/11/2.4001,100000,CLSTNJCO-0110504A,I1001/OTUC2/CLSTNJCO/HCKNNJHK,HCKNNJHK-0440405A,I1001/OTUC2/CLSTNJCO/HCKNNJHK,L1 circuit field is correct as provided
I1001/GE100/NYCKNYWM/NYCQNYLN,NYCKNYWM-0555112A,HundredGigE0/5/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/6/0/11/2.4001,100000,NYCKNYWM-0555109A,I1001/OTUC2/NYCKNYWM/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCKNYWM/NYCQNYLN,L1 circuit field is correct as provided
I1001/GE100/CFTNNJCF/MTVWNJMV,CFTNNJCF-0110608A,HundredGigE0/12/0/11/2.4001,MTVWNJMV-0111236A,HundredGigE0/15/0/11/2.4001,100000,CFTNNJCF-0110602A,I1001/OTUC2/CFTNNJCF/MTVWNJMV,MTVWNJMV-0111337A,I1001/OTUC2/CFTNNJCF/MTVWNJMV,L1 circuit field is correct as provided
I1001/GE100/NYCQNYFH/NYCQNYLN,NYCQNYFH-0554131A,HundredGigE0/0/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/3/0/11/2.4001,100000,NYCQNYFH-0554125A,I1001/OTUC2/NYCQNYFH/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYFH/NYCQNYLN,L1 circuit field is correct as provided
I1001/GE100/LVTWNYLT/MNHSNYMH,LVTWNYLT-0111908A,HundredGigE0/2/0/10/2.4001,MNHSNYMH-0221108A,HundredGigE0/3/0/11/2.4001,100000,LVTWNYLT-0111902A,I1001/OTUC2/LVTWNYLT/MNHSNYMH,MNHSNYMH-0221102A,I1001/OTUC2/LVTWNYLT/MNHSNYMH,L1 circuit field is correct as provided
I1001/GE100/HNSTNYHU/RNKNNYRN,HNSTNYHU-0115430A,HundredGigE0/5/0/10/2.4001,RNKNNYRN-0110303A,HundredGigE0/4/0/11/2.4001,100000,HNSTNYHU-0115424A,I1001/OTUC2/HNSTNYHU/RNKNNYRN,RNKNNYRN-0110309A,I1001/OTUC2/HNSTNYHU/RNKNNYRN,L1 circuit field is correct as provided
I1001/GE100/GLBONJGB/MTHLNJMH,GLBONJGB-0114503A,HundredGigE0/9/0/11/2.4001,MTHLNJMH-0111010A,HundredGigE0/11/0/11/2.4001,100000,GLBONJGB-0114500A,I1001/OTUC2/GLBONJGB/MTHLNJMH,MTHLNJMH-0111016A,I1001/OTUC2/GLBONJGB/MTHLNJMH,L1 circuit field is correct as provided
I1002/GE40/NYCQNYNJ/NYCQNYNJ,NYCQNYNJ-0110506A,FortyGigE0/4/0/4.4001,NYCQNYNJ-0110508A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/FRPTNYFP/GRNKNYGN,FRPTNYFP-0224111A,HundredGigE0/8/0/11/2.4001,GRNKNYGN-0223934A,HundredGigE0/8/0/10/2.4001,100000,FRPTNYFP-0224105A,I1001/OTUC2/FRPTNYFP/GRNKNYGN,GRNKNYGN-0223928A,I1001/OTUC2/FRPTNYFP/GRNKNYGN,L1 circuit field is correct as provided
I1047/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121201A,HundredGigE0/1/0/1.4001,SYOSNYGN-0121204,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/SUCCNJSU/WASHNJWA,SUCCNJSU-0115114A,HundredGigE0/15/0/11/2.4001,WASHNJWA-0112620A,HundredGigE0/12/0/11/2.4001,100000,SUCCNJSU-0115108A,I1001/OTUC2/SUCCNJSU/WASHNJWA,WASHNJWA-0112614A,I1001/OTUC2/SUCCNJSU/WASHNJWA,L1 circuit field is correct as provided
I1001/GE100/RDNGPARE/SHLNPASH,RDNGPARE-0332836A,HundredGigE0/3/0/11/2.4001,SHLNPASH-0112205A,HundredGigE0/0/0/11/2.4001,100000,RDNGPARE-0332839A,I1001/OTUC2/RDNGPARE/SHLNPASH,SHLNPASH-0112202A,I1001/OTUC2/RDNGPARE/SHLNPASH,L1 circuit field is correct as provided
I1001/GE40/UNINNJUV/UNINNJUV,UNINNJUV-0220808A,FortyGigE0/11/0/4.4001,UNINNJUV-0223333A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/MCTWNJPN/MCTWNJPN,MCTWNJPN-0110003A,FortyGigE0/3/0/4.4001,MCTWNJPN-0110102A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPALO/PHLAPALO,PHLAPALO-12121208A,HundredGigE0/7/0/11/2.4001,PHLAPALO-12121302A,HundredGigE0/7/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/FTWSPAFW/PHLAPATR,FTWSPAFW-0330606A,HundredGigE0/1/0/11/2.4001,PHLAPATR-0225502A,HundredGigE0/0/0/11/2.4001,100000,FTWSPAFW-0330612A,I1002/OTUC2/FTWSPAFW/PHLAPATR,PHLAPATR-0225505A,I1002/OTUC2/FTWSPAFW/PHLAPATR,L1 circuit field is correct as provided
I1001/GE100/HDSNFL21/PTCYFLBK,HDSNFL21-0110101A,HundredGigE0/0/0/11/1.4001,PTCYFLBK-0130307A,HundredGigE0/1/0/10/1.4001,100000,HDSNFL21-0110101B,I1001/OTUC2/HDSNFL21/PTCYFLBK,PTCYFLBK-0130308A,I1001/OTUC2/HDSNFL21/PTCYFLBK,L1 circuit field is correct as provided
I1005/GE40/NYCMNYWS/NYCMNYWS,NYCMNYWS-03304104A,FortyGigE0/0/0/3.4001,NYCMNYWS-03304202A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1014/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120410,HundredGigE0/0/1/1.4001,WAYNNJAWW010120411A,HundredGigE0/13/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE40/PHLAPALO/PHLAPALO,PHLAPALO-12121302A,FortyGigE0/2/0/4.4001,PHLAPALO-12121502A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/KMVLPAKV/KMVLPAKV,KMVLPAKV-0111703A,FortyGigE0/1/0/4.4001,KMVLPAKV-0111705A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCQNYFH/NYCQNYFH,NYCQNYFH-0554121A,FortyGigE0/0/7/0,NYCQNYFH-0554131A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BLLVPABE/PITBPADT,BLLVPABE-0220704A,HundredGigE0/4/0/11/2.4001,PITBPADT-16160515A,HundredGigE0/7/0/10/2.4001,100000,BLLVPABE-0220701A,I1001/OTUC2/BLLVPABE/PITBPADT,PITBPADT-16160512A,I1001/OTUC2/BLLVPABE/PITBPADT,L1 circuit field is correct as provided
I1002/GE40/MTCHNJMT/MTCHNJMT,MTCHNJMT-0111114A,FortyGigE0/0/7/0,MTCHNJMT-0111114A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/BNTNNJBN/BNTNNJBN,BNTNNJBN-0229101A,FortyGigE0/0/8/0,BNTNNJBN-0229102A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1003/GE40/NYCKNYCL/NYCKNYCL,NYCKNYCL-0112800A,FortyGigE0/0/8/0,NYCKNYCL-0112807A,FortyGigE0/0/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/HMBYNYHB/PCHGNYPH,HMBYNYHB-0111220A,HundredGigE0/0/0/11/2.4001,PCHGNYPH-0111315A,HundredGigE0/2/0/11/2.4001,100000,HMBYNYHB-0111214A,I1002/OTUC2/HMBYNYHB/PCHGNYPH,PCHGNYPH-0111321A,I1002/OTUC2/HMBYNYHB/PCHGNYPH,L1 circuit field is correct as provided
I1001/GE40/PTPLNJPP/PTPLNJPP,PTPLNJPP-01101A35A,FortyGigE0/0/8/0,PTPLNJPP-0110509A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPABA/PHLAPAGE,PHLAPABA-0118620A,HundredGigE0/4/0/11/2.4001,PHLAPAGE-0332707A,HundredGigE0/6/0/11/2.4001,100000,PHLAPABA-0118623A,I1001/OTUC2/PHLAPABA/PHLAPAGE,PHLAPAGE-0332704A,I1001/OTUC2/PHLAPABA/PHLAPAGE,L1 circuit field is correct as provided
I1004/GE100/MTVWNJMV/WAYNNJAWW01,MTVWNJMV-0111236A,HundredGigE0/1/0/10/2.4001,WAYNNJAWW010120111A,HundredGigE0/10/0/11/2.4001,100000,MTVWNJMV-0111337A,I1004/OTUC2/MTVWNJMV/WAYNNJAWW01,WAYNNJAWW010120111B,I1004/OTUC2/MTVWNJMV/WAYNNJAWW01,L1 circuit field is correct as provided
I1001/GE100/FLWDPAFL/RDNGPARE,FLWDPAFL-0110808A,HundredGigE0/0/0/11/2.4001,RDNGPARE-0332836A,HundredGigE0/1/0/11/2.4001,100000,FLWDPAFL-0110710A,I1001/OTUC2/FLWDPAFL/RDNGPARE,RDNGPARE-0332839A,I1001/OTUC2/FLWDPAFL/RDNGPARE,L1 circuit field is correct as provided
I1001/GE100/NYCMNYMN/NYCXNYCR,NYCMNYMN-0332403A,HundredGigE0/8/0/11/2.4001,NYCXNYCR-0555804A,HundredGigE0/10/0/11/2.4001,100000,NYCMNYMN-0332406A,I1001/OTUC2/NYCMNYMN/NYCXNYCR,NYCXNYCR-0555801B,I1001/OTUC2/NYCMNYMN/NYCXNYCR,L1 circuit field is correct as provided
I1001/GE40/NYCRNYND/NYCRNYND,NYCRNYND-0111610A,FortyGigE0/0/0/4.4001,NYCRNYND-0111612A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCMNY18/NYCMNY73,NYCMNY18-0777203A,HundredGigE0/14/0/11/2.4001,NYCMNY73-0224304A,HundredGigE0/5/0/10/2.4001,100000,NYCMNY18-0777206A,I1001/OTUC2/NYCMNY18/NYCMNY73,NYCMNY73-0224301A,I1001/OTUC2/NYCMNY18/NYCMNY73,L1 circuit field is correct as provided
I1001/GE100/LGBRNJLB/SPLKNJSL,LGBRNJLB-0111502A,HundredGigE0/15/0/11/2.4001,SPLKNJSL-0111138A,HundredGigE0/4/0/11/2.4001,100000,LGBRNJLB-0111503A,I1001/OTUC2/LGBRNJLB/SPLKNJSL,SPLKNJSL-0111132A,I1001/OTUC2/LGBRNJLB/SPLKNJSL,L1 circuit field is correct as provided
I1001/GE100/GRNKNYGN/SYOSNYGN,GRNKNYGN-0223934A,HundredGigE0/3/0/11/2.4001,SYOSNYGN-0121217A,HundredGigE0/8/0/11/2.4001,100000,GRNKNYGN-0223928A,I1001/OTUC2/GRNKNYGN/SYOSNYGN,SYOSNYGN-0121217B,I1001/OTUC2/GRNKNYGN/SYOSNYGN,L1 circuit field is correct as provided
I1001/GE100/CRHDNYCH/OSNGNYOS,CRHDNYCH-0160104A,HundredGigE0/0/0/11/2.4001,OSNGNYOS-0222110A,HundredGigE0/0/0/11/2.4001,100000,CRHDNYCH-0160101A,I1001/OTUC2/CRHDNYCH/OSNGNYOS,OSNGNYOS-0222107A,I1001/OTUC2/CRHDNYCH/OSNGNYOS,L1 circuit field is correct as provided
I1002/GE40/LTFYNJLF/LTFYNJLF,LTFYNJLF-0220444A,FortyGigE0/12/0/4.4001,LTFYNJLF-0220552A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/CHPQNYCP/CHPQNYCP,CHPQNYCP-0110905A,FortyGigE0/0/8/0,CHPQNYCP-0111104A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/DESMIAIE/DESPIAMR,DESMIAIEH010140103A,HundredGigE0/12/0/11/2.4001,DESPIAMR-0110101B,HundredGigE0/7/0/11/2.4001,100000,DESMIAIEH010140104A,I1003/OTUC2/DESMIAIE/DESPIAMR,DESPIAMR-0110101C,I1003/OTUC2/DESMIAIE/DESPIAMR,L1 circuit field is correct as provided
I1001/GE40/NPRCFL16/NPRCFL16,NPRCFL16-0110204A,FortyGigE0/0/0/0.4001,NPRCFL16-0110205A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NPRCFL16/NPRCFL16,NPRCFL16-0110204A,FortyGigE0/5/0/0.4001,NPRCFL16-0110205A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYJA/NYCQNYNW,NYCQNYJA-0110505A,HundredGigE0/0/0/11/2.4001,NYCQNYNW-0221109A,HundredGigE0/2/0/11/2.4001,100000,NYCQNYJA-0110502A,I1001/OTUC2/NYCQNYJA/NYCQNYNW,NYCQNYNW-0221106A,I1001/OTUC2/NYCQNYJA/NYCQNYNW,L1 circuit field is correct as provided
I1002/GE40/VNLDNJVL/VNLDNJVL,VNLDNJVL-0111514A,FortyGigE0/0/7/0,VNLDNJVL-0111703A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/KYPTNJKY/KYPTNJKY,KYPTNJKY-0111626A,FortyGigE0/0/7/0,KYPTNJKY-0111820A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/AMENNYAN/DVPLNYDP,AMENNYAN-0110407A,HundredGigE0/0/0/0.4001,DVPLNYDP-0110901A,HundredGigE0/0/0/0.4001,100000,,,,,L1 circuit not found
I1002/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120410,HundredGigE0/0/1/1.4001,WAYNNJAWW010120411A,HundredGigE0/9/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCKNYBR/NYCKNYBR,NYCKNYBR-0110202A,FortyGigE0/0/7/0,NYCKNYBR-0110304A,FortyGigE0/6/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCQNYIA/NYCQNYIA,NYCQNYIA-0224919A,FortyGigE0/0/0/4.4001,NYCQNYIA-0225015A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
