<L3Circuits>,,,,,,,,,,
Name,NodeA,InterfaceA,NodeB,InterfaceB,Capacity,L1CircuitNodeA,L1CircuitPortA,L1CircuitNodeB,L1CircuitPortB,Tags
I1001/GE100/NWCSDENC/WCHSPAWC,NWCSDENC-0117913A,HundredGigE0/4/0/11/2.4001,WCHSPAWC-0220619A,HundredGigE0/6/0/10/2.4001,100000,NWCSDENC-0117910A,I1001/OTUC2/NWCSDENC/WCHSPAWC,WCHSPAWC-0220625A,I1001/OTUC2/NWCSDENC/WCHSPAWC,L1 circuit field is correct as provided
I1001/GE100/GRNKNYGN/NYCKNYBR,GRNKNYGN-0223934A,HundredGigE0/11/0/11/2.4001,NYCKNYBR-0110304A,HundredGigE0/0/0/11/2.4001,100000,GRNKNYGN-0223928A,I1001/OTUC2/GRNKNYGN/NYCKNYBR,NYCKNYBR-0110301A,I1001/OTUC2/GRNKNYGN/NYCKNYBR,L1 circuit field is correct as provided
I1001/GE40/GNWDDEGN/GNWDDEGN,GNWDDEGN-0110304A,FortyGigE0/1/0/4.4001,GNWDDEGN-0110504A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/LNDLPALD/PHLAPALO,LNDLPALD-0222708A,HundredGigE0/4/0/11/2.4001,PHLAPALO-12121302A,HundredGigE0/5/0/11/2.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/GLBONJGB/VNLDNJVL,GLBONJGB-0114503A,HundredGigE0/3/0/11/2.4001,VNLDNJVL-0111703A,HundredGigE0/10/0/11/2.4001,100000,GLBONJGB-0114500A,I1001/OTUC2/GLBONJGB/VNLDNJVL,VNLDNJVL-0111709A,I1001/OTUC2/GLBONJGB/VNLDNJVL,L1 circuit field is correct as provided
I1002/GE40/HLDLNJWE/HLDLNJWE,HLDLNJWE-0110525A,FortyGigE0/0/7/0,HLDLNJWE-0110805A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYACNYNK/NYCKNYWM,NYACNYNK-0220608A,HundredGigE0/5/0/11/2.4001,NYCKNYWM-0555112A,HundredGigE0/7/0/11/2.4001,100000,NYACNYNK-0220602A,I1001/OTUC2/NYACNYNK/NYCKNYWM,NYCKNYWM-0555109A,I1001/OTUC2/NYACNYNK/NYCKNYWM,L1 circuit field is correct as provided
I1001/GE100/OYBANYOY/SYOSNYSY,OYBANYOY-0112313A,HundredGigE0/3/0/11/2.4001,SYOSNYSY-0112317A,HundredGigE0/2/0/10/2.4001,100000,OYBANYOY-0112307A,I1001/OTUC2/OYBANYOY/SYOSNYSY,SYOSNYSY-0112323A,I1001/OTUC2/OYBANYOY/SYOSNYSY,L1 circuit field is correct as provided
I1002/GE40/DNLNNJDU/DNLNNJDU,DNLNNJDU-0111603A,FortyGigE0/12/0/4.4001,DNLNNJDU-0111606A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/MINLNYMI/MINLNYMI,MINLNYMI-0223308A,FortyGigE0/4/0/4.4001,MINLNYMI-0223312A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/FETNDEFE/NWRKDENB,FETNDEFE-0111503A,HundredGigE0/0/0/11/2.4001,NWRKDENB-0114705A,HundredGigE0/2/0/11/2.4001,100000,FETNDEFE-0111505A,I1001/OTUC2/FETNDEFE/NWRKDENB,NWRKDENB-0114702A,I1001/OTUC2/FETNDEFE/NWRKDENB,L1 circuit field is correct as provided
I1001/GE100/BRVLNJBE/SMMTNJSM,BRVLNJBE-0221603A,HundredGigE0/14/0/11/2.4001,SMMTNJSM-0110907A,HundredGigE0/12/0/11/2.4001,100000,BRVLNJBE-0221609A,I1001/OTUC2/BRVLNJBE/SMMTNJSM,SMMTNJSM-0110913A,I1001/OTUC2/BRVLNJBE/SMMTNJSM,L1 circuit field is correct as provided
I1001/GE40/NYCKNYAI/NYCKNYAI,NYCKNYAI-0113602A,FortyGigE0/1/0/4.4001,NYCKNYAI-0113700A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1004/GE40/NYCMNY50/NYCMNY50,NYCMNY50-0990803A,FortyGigE0/0/7/0,NYCMNY50-0991305A,FortyGigE0/4/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1010/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120410,HundredGigE0/0/1/1.4001,WAYNNJAWW010120411A,HundredGigE0/9/0/1.4001,100000,,,,,L1 circuit field is correct as provided
I1003/GE40/YNKRNYYN/YNKRNYYN,YNKRNYYN-0337806A,FortyGigE0/9/0/3.4001,YNKRNYYN-0337809A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCQNYBA/NYCQNYBA,NYCQNYBA-0330235A,FortyGigE0/4/0/4.4001,NYCQNYBA-0330338A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYLI/NYCXNYMH,NYCQNYLI-0220414A,HundredGigE0/0/0/11/2.4001,NYCXNYMH-0223404A,HundredGigE0/2/0/11/2.4001,100000,NYCQNYLI-0220417A,I1001/OTUC2/NYCQNYLI/NYCXNYMH,NYCXNYMH-0223401A,I1001/OTUC2/NYCQNYLI/NYCXNYMH,L1 circuit field is correct as provided
I1001/GE100/LYBRNYLB/NYCQNYFR,LYBRNYLB-01153A08A,HundredGigE0/7/0/10/2.4001,NYCQNYFR-0330206A,HundredGigE0/4/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1002/OTUC2/LYBRNYLB/NYCQNYFR,NYCQNYFR-0330203A,I1002/OTUC2/LYBRNYLB/NYCQNYFR,L1 circuit field is correct as provided
I1001/GE100/HMBYNYHB/SATNNYSN,HMBYNYHB-0111220A,HundredGigE0/4/0/10/2.4001,SATNNYSN-0110636A,HundredGigE0/4/0/11/2.4001,100000,HMBYNYHB-0111214A,I1001/OTUC2/HMBYNYHB/SATNNYSN,SATNNYSN-0110630A,I1001/OTUC2/HMBYNYHB/SATNNYSN,L1 circuit field is correct as provided
I1003/GE100/FRHDNJFH/NBWKNJNB,FRHDNJFH-0111114A,HundredGigE0/9/0/11/2.4001,NBWKNJNB-0550221A,HundredGigE0/0/0/11/2.4001,100000,FRHDNJFH-0111120A,I1002/OTUC2/FRHDNJFH/NBWKNJNB,NBWKNJNB-0550209A,I1002/OTUC2/FRHDNJFH/NBWKNJNB,L1 circuit field is correct as provided
I1003/GE40/NYCKNYFT/NYCKNYFT,NYCKNYFT-0223604A,FortyGigE0/0/0/3.4001,NYCKNYFT-0223607A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MNTINYMT/WHLKNYWH,MNTINYMT-01103A10A,HundredGigE0/0/0/0.4001,WHLKNYWH-0110411A,HundredGigE0/0/0/0.4001,100000,,,,,L1 circuit not found
I1052/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121214,HundredGigE0/0/1/1.4001,SYOSNYGN-0121217A,HundredGigE0/5/0/5.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE40/RMSYNJRM/RMSYNJRM,RMSYNJRM-0111607A,FortyGigE0/11/0/4.4001,RMSYNJRM-0111730A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1005/GE40/NYCKNYTY/NYCKNYTY,NYCKNYTY-0115404A,FortyGigE0/5/0/3.4001,NYCKNYTY-0115503A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CDKNNJCK/WASHNJWA,CDKNNJCK-0004720A,HundredGigE0/10/0/10/2.4001,WASHNJWA-0112620A,HundredGigE0/11/0/11/2.4001,100000,CDKNNJCK-00004714A,I1001/OTUC2/CDKNNJCK/WASHNJWA,WASHNJWA-0112614A,I1001/OTUC2/CDKNNJCK/WASHNJWA,L1 circuit field is correct as provided
I1002/GE40/SOVLNJSM/SOVLNJSM,SOVLNJSM-0221021A,FortyGigE0/12/0/4.4001,SOVLNJSM-0221024A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/FTWSPAFW/PHLAPAGE,FTWSPAFW-0330506A,HundredGigE0/10/0/11/2.4001,PHLAPAGE-0332707A,HundredGigE0/1/0/11/2.4001,100000,FTWSPAFW-0330512A,I1002/OTUC2/FTWSPAFW/PHLAPAGE,PHLAPAGE-0332704A,I1002/OTUC2/FTWSPAFW/PHLAPAGE,L1 circuit field is correct as provided
I1001/GE100/GLCVNYGC/OYBANYOY,GLCVNYGC-0110209A,HundredGigE0/7/0/11/2.4001,OYBANYOY-0112313A,HundredGigE0/15/0/11/2.4001,100000,GLCVNYGC-0110203A,I1001/OTUC2/GLCVNYGC/OYBANYOY,OYBANYOY-0112307A,I1001/OTUC2/GLCVNYGC/OYBANYOY,L1 circuit field is correct as provided
I1002/GE40/DBFYNYDF/DBFYNYDF,DBFYNYDF-0112213A,FortyGigE0/5/0/4.4001,DBFYNYDF-0112419A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/HCKNNJHK/RCPKNJ01,HCKNNJHK-0440411A,HundredGigE0/12/0/11/2.4001,RCPKNJ01-0222116A,HundredGigE0/12/0/11/2.4001,100000,HCKNNJHK-0440405A,I1001/OTUC2/HCKNNJHK/RCPKNJ01,RCPKNJ01-0222122A,I1001/OTUC2/HCKNNJHK/RCPKNJ01,L1 circuit field is correct as provided
I1001/GE40/NYCMNY56/NYCMNY56,NYCMNY56-0880501A,FortyGigE0/6/0/4.4001,NYCMNY56-0880513A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/GRCYNYGC/NYCKNYBR,GRCYNYGC-0151207A,HundredGigE0/11/0/11/2.4001,NYCKNYBR-0110304A,HundredGigE0/3/0/11/2.4001,100000,GRCYNYGC-0151204A,I1001/OTUC2/GRCYNYGC/NYCKNYBR,NYCKNYBR-0110301A,I1001/OTUC2/GRCYNYGC/NYCKNYBR,L1 circuit field is correct as provided
I1001/GE100/NYCQNYCO/NYCQNYFL,NYCQNYCO-0111404A,HundredGigE0/12/0/11/2.4001,NYCQNYFL-0220205A,HundredGigE0/12/0/11/2.4001,100000,NYCQNYCO-0111410A,I1001/OTUC2/NYCQNYCO/NYCQNYFL,NYCQNYFL-0220202A,I1001/OTUC2/NYCQNYCO/NYCQNYFL,L1 circuit field is correct as provided
I1001/GE100/KTNHNYKA/MTKSNYMK,KTNHNYKA-0112409A,HundredGigE0/8/0/11/2.4001,MTKSNYMK-0111315A,HundredGigE0/1/0/10/2.4001,100000,KTNHNYKA-0112403A,I1001/OTUC2/KTNHNYKA/MTKSNYMK,MTKSNYMK-0111312A,I1001/OTUC2/KTNHNYKA/MTKSNYMK,L1 circuit field is correct as provided
I1001/GE100/NYCKNYBR/NYCMNYBS,NYCKNYBR-0110304A,HundredGigE0/1/0/11/2.4001,NYCMNYBS-15153211A,HundredGigE0/0/0/11/2.4001,100000,NYCKNYBR-0110301A,I1002/OTUC2/NYCKNYBR/NYCMNYBS,NYCMNYBS-15153214A,I1002/OTUC2/NYCKNYBR/NYCMNYBS,L1 circuit field is correct as provided
I1001/GE100/ALTWPAMT/LNDLPALD,ALTWPAMT-0111613A,HundredGigE0/4/0/11/2.4001,LNDLPALD-0222708A,HundredGigE0/6/0/11/2.4001,100000,ALTWPAMT-0111609A,I1001/OTUC2/ALTWPAMT/LNDLPALD,LNDLPALD-0222710A,I1001/OTUC2/ALTWPAMT/LNDLPALD,L1 circuit field is correct as provided
I1001/GE100/LNDLPALD/RDNGPARE,LNDLPALD-0222708A,HundredGigE0/2/0/11/2.4001,RDNGPARE-0332836A,HundredGigE0/0/0/11/2.4001,100000,LNDLPALD-0222710A,I1001/OTUC2/LNDLPALD/RDNGPARE,RDNGPARE-0332839A,I1001/OTUC2/LNDLPALD/RDNGPARE,L1 circuit field is correct as provided
I1001/GE40/SYOSNYSY/SYOSNYSY,SYOSNYSY-0112313A,FortyGigE0/0/8/0,SYOSNYSY-0112317A,FortyGigE0/0/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PHLAPAGE/PHLAPALO,PHLAPAGE-0332707A,HundredGigE0/5/0/11/2.4001,PHLAPALO-12121208A,HundredGigE0/12/0/10/2.4001,100000,PHLAPAGE-0332704A,I1002/OTUC2/PHLAPAGE/PHLAPALO,PHLAPALO-12121202A,I1002/OTUC2/PHLAPAGE/PHLAPALO,L1 circuit field is correct as provided
I1002/GE100/LYBRNYLB/SYOSNYGN,GRNKNYGN-0223934A,HundredGigE0/6/0/11/2.4001,LYBRNYLB-01153A08A,HundredGigE0/6/0/11/2.4001,100000,LYBRNYLB-01153A02A,I1001/OTUC2/LYBRNYLB/SYOSNYGN,SYOSNYGN-0121201B,I1001/OTUC2/LYBRNYLB/SYOSNYGN,L1 circuit field is correct as provided
I1001/GE100/FRPTNYFP/SYOSNYSY,FRPTNYFP-0224111A,HundredGigE0/5/0/11/2.4001,SYOSNYSY-0112317A,HundredGigE0/5/0/10/2.4001,100000,FRPTNYFP-0224105A,I1001/OTUC2/FRPTNYFP/SYOSNYSY,SYOSNYSY-0112323A,I1001/OTUC2/FRPTNYFP/SYOSNYSY,L1 circuit field is correct as provided
I1001/GE100/LVTNNJLI/NWRKNJ02,LVTNNJLI-0221002A,HundredGigE0/14/0/11/2.4001,NWRKNJ02-0662317A,HundredGigE0/14/0/11/2.4001,100000,LVTNNJLI-0221008A,I1002/OTUC2/LVTNNJLI/NWRKNJ02,NWRKNJ02-0662323A,I1002/OTUC2/LVTNNJLI/NWRKNJ02,L1 circuit field is correct as provided
I1001/GE100/NYCKNYAL/NYCKNYAY,NYCKNYAL-0223502A,HundredGigE0/7/0/10/2.4001,NYCKNYAY-0335316A,HundredGigE0/4/0/11/2.4001,100000,NYCKNYAL-0223402A,I1001/OTUC2/NYCKNYAL/NYCKNYAY,NYCKNYAY-0335319A,I1001/OTUC2/NYCKNYAL/NYCKNYAY,L1 circuit field is correct as provided
I1001/GE100/EHTNNYEH/SATNNYSN,EHTNNYEH-0112407A,HundredGigE0/5/0/0.4001,SATNNYSN-0110636A,HundredGigE0/5/0/0.4001,100000,,,,,L1 circuit not found
I1002/GE100/FRHDNJFH/LGBRNJLB,FRHDNJFH-0111114A,HundredGigE0/10/0/11/2.4001,LGBRNJLB-0111502A,HundredGigE0/9/0/11/2.4001,100000,FRHDNJFH-0111120A,I1002/OTUC2/FRHDNJFH/LGBRNJLB,LGBRNJLB-0111503A,I1002/OTUC2/FRHDNJFH/LGBRNJLB,L1 circuit field is correct as provided
I1002/GE100/NFLDNJNF/SUCCNJSU,NFLDNJNF-0111524A,HundredGigE0/5/0/11/2.4001,SUCCNJSU-0115114A,HundredGigE0/13/0/10/2.4001,100000,NFLDNJNF-0111518A,I1001/OTUC2/NFLDNJNF/SUCCNJSU,SUCCNJSU-0115108A,I1001/OTUC2/NFLDNJNF/SUCCNJSU,L1 circuit field is correct as provided
I1003/GE40/NYCQNYLI/NYCQNYLI,NYCQNYLI-0220414A,FortyGigE0/0/0/3.4001,NYCQNYLI-0220517A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1018/GE100/WAYNNJAWW01/WAYNNJAWW01,WAYNNJAWW010120410,HundredGigE0/0/1/1.4001,WAYNNJAWW010120411A,HundredGigE0/10/0/0.4001,100000,,,,,L1 circuit field is correct as provided
I1002/GE40/RSLNNYRO/RSLNNYRO,RSLNNYRO-0222109A,FortyGigE0/4/0/4.4001,RSLNNYRO-0222113A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/LKWDNJLK/LKWDNJLK,LKWDNJLK-0110908A,FortyGigE0/0/8/0,LKWDNJLK-0221008A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCQNYJA/NYCQNYJA,NYCQNYJA-0110505A,FortyGigE0/4/0/4.4001,NYCQNYJA-0110601A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/WCHSPAWC/WCHSPAWC,WCHSPAWC-0220615A,FortyGigE0/0/7/0,WCHSPAWC-0220619A,FortyGigE0/5/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PITBPACA/PITBPANS,PITBPACA-0220506A,HundredGigE0/4/0/11/2.4001,PITBPANS-0114309A,HundredGigE0/6/0/11/2.4001,100000,PITBPACA-0220503A,I1001/OTUC2/PITBPACA/PITBPANS,PITBPANS-0114306A,I1001/OTUC2/PITBPACA/PITBPANS,L1 circuit field is correct as provided
I1001/GE100/FTWSPAFW/RYFRPARF,FTWSPAFW-0330506A,HundredGigE0/13/0/11/2.4001,RYFRPARF-0112033A,HundredGigE0/7/0/11/2.4001,100000,FTWSPAFW-0330512A,I1001/OTUC2/FTWSPAFW/RYFRPARF,NWLSPANW-0112307A,I1001/OTUC2/FTWSPAFW/RYFRPARF,L1 circuit field is correct as provided
I1001/GE100/NWRKNJ02/UNCYNJ02,NWRKNJ02-0662317A,HundredGigE0/8/0/11/2.4001,UNCYNJ02-0220109A,HundredGigE0/11/0/11/2.4001,100000,NWRKNJ02-0662323A,I1001/OTUC2/NWRKNJ02/UNCYNJ02,UNCYNJ02-0220115A,I1001/OTUC2/NWRKNJ02/UNCYNJ02,L1 circuit field is correct as provided
I1004/GE40/NYCKNYAL/NYCKNYAL,NYCKNYAL-0223502A,FortyGigE0/2/0/3.4001,NYCKNYAL-0223504A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/RGWDNJRW/RGWDNJRW,RGWDNJRW-0110427A,FortyGigE0/12/0/4.4001,RGWDNJRW-0113710A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/BRVLNJBE/LVTNNJLI,BRVLNJBE-0221603A,HundredGigE0/13/0/11/2.4001,LVTNNJLI-0221002A,HundredGigE0/6/0/11/2.4001,100000,BRVLNJBE-0221609A,I1002/OTUC2/BRVLNJBE/LVTNNJLI,LVTNNJLI-0221008A,I1002/OTUC2/BRVLNJBE/LVTNNJLI,L1 circuit field is correct as provided
I1001/GE100/NYCXNYCR/NYCXNYTB,NYCXNYCR-0555804A,HundredGigE0/6/0/11/2.4001,NYCXNYTB-0444505A,HundredGigE0/5/0/10/2.4001,100000,NYCXNYCR-0555801B,I1001/OTUC2/NYCXNYCR/NYCXNYTB,NYCXNYTB-0444502A,I1001/OTUC2/NYCXNYCR/NYCXNYTB,L1 circuit field is correct as provided
I1001/GE40/NYCKNYTY/NYCKNYTY,NYCKNYTY-0115404A,FortyGigE0/1/0/4.4001,NYCKNYTY-0115502A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CHESPACA/PHLAPADE,CHESPACA-0221505A,HundredGigE0/0/0/11/2.4001,PHLAPADE-0118404A,HundredGigE0/2/0/10/2.4001,100000,CHESPACA-0221502A,I1001/OTUC2/CHESPACA/PHLAPADE,PHLAPADE-0118502A,I1001/OTUC2/CHESPACA/PHLAPADE,L1 circuit field is correct as provided
I1002/GE40/HKTNNJHT/HKTNNJHT,HKTNNJHT-0110427A,FortyGigE0/0/7/0,HKTNNJHT-0112116A,FortyGigE0/12/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1002/GE100/SFRNNYSU/TUXDNYTX,SFRNNYSU-0221709A,HundredGigE0/4/0/1.4001,TUXDNYTX-0111013A,HundredGigE0/5/0/0.4001,100000,,,,,L1 circuit not found
I1001/GE100/NYCMNY13/NYCMNY18,NYCMNY13-0991815A,HundredGigE0/4/0/11/2.4001,NYCMNY18-0777203A,HundredGigE0/6/0/10/2.4001,100000,NYCMNY13-0991818A,I1001/OTUC2/NYCMNY13/NYCMNY18,NYCMNY18-0777206A,I1001/OTUC2/NYCMNY13/NYCMNY18,L1 circuit field is correct as provided
I1053/GE100/SYOSNYGN/SYOSNYGN,SYOSNYGN-0121201A,HundredGigE0/5/0/5.4001,SYOSNYGN-0121204,HundredGigE0/0/1/1.4001,100000,,,,,L1 circuit field is correct as provided
I1001/GE100/LNBHNYLB/OYBANYOY,LNBHNYLB-0220209A,HundredGigE0/3/0/11/2.4001,OYBANYOY-0112313A,HundredGigE0/2/0/10/2.4001,100000,LNBHNYLB-0220203A,I1001/OTUC2/LNBHNYLB/OYBANYOY,OYBANYOY-0112307A,I1001/OTUC2/LNBHNYLB/OYBANYOY,L1 circuit field is correct as provided
I1001/GE40/NYCKNYWM/NYCKNYWM,NYCKNYWM-0555112A,FortyGigE0/3/0/4.4001,NYCKNYWM-0555115A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/HLTWPAHE/HLTWPAHE,HLTWPAHE-0100905A,FortyGigE0/5/0/4.4001,HLTWPAHE-0101003A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCQNYFR/NYCQNYLN,NYCQNYFR-0330206A,HundredGigE0/0/0/11/2.4001,NYCQNYLN-0223913A,HundredGigE0/9/0/11/2.4001,100000,NYCQNYFR-0330203A,I1001/OTUC2/NYCQNYFR/NYCQNYLN,NYCQNYLN-0223910A,I1001/OTUC2/NYCQNYFR/NYCQNYLN,L1 circuit field is correct as provided
I1001/GE100/BYVLNJBV/LKWDNJLK,BYVLNJBV-0110512A,HundredGigE0/3/0/11/2.4001,LKWDNJLK-0221008A,HundredGigE0/3/0/11/2.4001,100000,BYVLNJBV-0110506A,I1001/OTUC2/BYVLNJBV/LKWDNJLK,LKWDNJLK-0221002A,I1001/OTUC2/BYVLNJBV/LKWDNJLK,L1 circuit field is correct as provided
I1001/GE100/GRTWDEGR/RHBHDERB,GRTWDEGR-0115011A,HundredGigE0/3/0/11/2.4001,RHBHDERB-0115005A,HundredGigE0/0/0/11/2.4001,100000,GRTWDEGR-0115008A,I1001/OTUC2/GRTWDEGR/RHBHDERB,RHBHDERB-0115002A,I1001/OTUC2/GRTWDEGR/RHBHDERB,L1 circuit field is correct as provided
I1001/GE40/NYCQNYFL/NYCQNYFL,NYCQNYFL-0220205A,FortyGigE0/0/0/4.4001,NYCQNYFL-02229A06A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/NYCKNYWM/NYCQNYFL,NYCKNYWM-0555112A,HundredGigE0/0/0/10/2.4001,NYCQNYFL-0220205A,HundredGigE0/1/0/11/2.4001,100000,NYCKNYWM-0555109A,I1001/OTUC2/NYCKNYWM/NYCQNYFL,NYCQNYFL-0220202A,I1001/OTUC2/NYCKNYWM/NYCQNYFL,L1 circuit field is correct as provided
I1001/GE100/NWRKNJ02/RSLLNJRL,NWRKNJ02-0662317A,HundredGigE0/5/0/11/2.4001,RSLLNJRL-0223325A,HundredGigE0/4/0/11/2.4001,100000,NWRKNJ02-0662323A,I1001/OTUC2/NWRKNJ02/RSLLNJRL,RSLLNJRL-0223331A,I1001/OTUC2/NWRKNJ02/RSLLNJRL,L1 circuit field is correct as provided
I1001/GE100/NWRCNYNR/PRDYNYPD,NWRCNYNR-0330604A,HundredGigE0/4/0/10/2.4001,PRDYNYPD-0115305A,HundredGigE0/4/0/10/2.4001,100000,NWRCNYNR-0330601A,I1001/OTUC2/NWRCNYNR/PRDYNYPD,PRDYNYPD-0115302A,I1001/OTUC2/NWRCNYNR/PRDYNYPD,L1 circuit field is correct as provided
I1001/GE40/MNDNPAMH/MNDNPAMH,MNDNPAMH-0111412A,FortyGigE0/0/8/0,MNDNPAMH-0111417A,FortyGigE0/1/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCXNYCR/NYCXNYCR,NYCXNYCR-0555804A,FortyGigE0/0/0/0.4001,NYCXNYCR-0555806A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/TAMPFLPW/TAMPFLPW,TAMPFLPW-0110001A,FortyGigE0/13/0/0.4001,TAMPFLPW-0110002A,FortyGigE0/0/7/0,40000,,,,,L1 circuit field is correct as provided
I1002/GE40/NYCMNY13/NYCMNY13,NYCMNY13-0991713A,FortyGigE0/0/7/0,NYCMNY13-0991815A,FortyGigE0/4/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1006/GE40/NYCMNY13/NYCMNY13,NYCMNY13-0991715A,FortyGigE0/0/7/0,NYCMNY13-0991815A,FortyGigE0/4/0/3.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE40/NYCKNY77/NYCKNY77,NYCKNY77-0111702A,FortyGigE0/0/0/4.4001,NYCKNY77-0111801A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/BRVLNJBE/LVTNNJLI,BRVLNJBE-0221603A,HundredGigE0/10/0/11/2.4001,LVTNNJLI-0221002A,HundredGigE0/8/0/11/2.4001,100000,BRVLNJBE-0221609A,I1001/OTUC2/BRVLNJBE/LVTNNJLI,LVTNNJLI-0221008A,I1001/OTUC2/BRVLNJBE/LVTNNJLI,L1 circuit field is correct as provided
I1001/GE40/PLFDNJPF/PLFDNJPF,PLFDNJPF-0220600A,FortyGigE0/0/8/0,PLFDNJPF-0220603A,FortyGigE0/11/0/4.4001,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/CHESPACB/PHLAPALO,CHESPACB-0111005A,HundredGigE0/0/0/11/2.4001,PHLAPALO-12121302A,HundredGigE0/1/0/11/2.4001,100000,CHESPACB-0111002A,I1001/OTUC2/CHESPACB/PHLAPALO,PHLAPALO-12121308A,I1001/OTUC2/CHESPACB/PHLAPALO,L1 circuit field is correct as provided
I1001/GE100/BDBKNJBD/NBWKNJNB,BDBKNJBD-0111508A,HundredGigE0/3/0/11/2.4001,NBWKNJNB-0550215A,HundredGigE0/1/0/11/2.4001,100000,BDBKNJBD-0111502A,I1001/OTUC2/BDBKNJBD/NBWKNJNB,NBWKNJNB-0550209A,I1001/OTUC2/BDBKNJBD/NBWKNJNB,L1 circuit field is correct as provided
I1001/GE40/KGPRPAKP/KGPRPAKP,KGPRPAKP-0112418A,FortyGigE0/1/0/4.4001,KGPRPAKP-0112420A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/PITBPADT/PYVLPAPE,PITBPADT-16160515A,HundredGigE0/6/0/11/2.4001,PYVLPAPE-0110717A,HundredGigE0/4/0/11/2.4001,100000,PITBPADT-16160512A,I1001/OTUC2/PITBPADT/PYVLPAPE,PYVLPAPE-0110723A,I1001/OTUC2/PITBPADT/PYVLPAPE,L1 circuit field is correct as provided
I1001/GE40/NYCQNYLI/NYCQNYLI,NYCQNYLI-0220414A,FortyGigE0/0/0/4.4001,NYCQNYLI-0220518A,FortyGigE0/0/8/0,40000,,,,,L1 circuit field is correct as provided
I1001/GE100/MMRNNYMA/YNKRNYYN,MMRNNYMA-0220408A,HundredGigE0/0/0/11/2.4001,YNKRNYYN-0337806A,HundredGigE0/1/0/11/2.4001,100000,MMRNNYMA-0220402A,I1001/OTUC2/MMRNNYMA/YNKRNYYN,YNKRNYYN-0337803A,I1001/OTUC2/MMRNNYMA/YNKRNYYN,L1 circuit field is correct as provided
I1001/GE100/NYACNYNK/WHVRNYWH,NYACNYNK-0220608A,HundredGigE0/13/0/10/2.4001,WHVRNYWH-0001104A,HundredGigE0/4/0/11/2.4001,100000,NYACNYNK-0220602A,I1001/OTUC2/NYACNYNK/WHVRNYWH,WHVRNYWH-0001101A,I1001/OTUC2/NYACNYNK/WHVRNYWH,L1 circuit field is correct as provided
