CKT_TRAIL_ID,TRAIL_NAME,A_EQUIPMENT_TID,A_EQUIPMENT_MODEL,Z_EQUIPMENT_TID,Z_EQUIPMENT_MODEL
3821,I1405/OM96/PHLAPAJE/PHLAPARE,PHLAPAJE-0114302A,CISCO_NCS2015_SHELF,PHLAPARE-0114408A,CISCO_NCS2015_SHELF
126609,I1406/OM96/FETNDEFE/HRTNDEHA,FETNDEFE-0111505A,CISCO_NCS2015_SHELF,HRTNDEHA-0111407A,CISCO_NCS2015_SHELF
28019,I1407/OM96/PHLAPALO/PHLAPAMK,PHLAPALO-12121308A,CISCO_NCS2015_SHELF,PHLAPAMK-0995601A,CISCO_NCS2015_SHELF
3861,I1407/OM96/SFRNNYSU/WHPLNYWP,SFRNNYSU-0221703A,CISCO_NCS2015_SHELF,WHPLNYWP-0225004A,CISCO_NCS2015_SHELF
96230,I1410/OM96/EAGLPAEG/PXVLPAPV,EAGLPAEG-0111209A,CISCO_NCS2015_SHELF,PXVLPAPV-0110102A,CISCO_NCS2015_SHELF
3961,I1413/OM96/ARVGNYAV/PKSKNYPS,ARVGNYAV-0000716A,CISCO_NCS2015_SHELF,PKSKNYPS-0110517A,CISCO_NCS2015_SHELF
9862,I1422/OM96/AMBLPAAM/FTWSPAFW,AMBLPAAM-0222507A,CISCO NCS2015 DC SHELF,FTWSPAFW-0330512A,CISCO_NCS2015_SHELF
94737,I1430/OM96/CPHLPACH/HRBGPAHA,CPHLPACH-0115402A,CISCO_NCS2015_SHELF,HRBGPAHA-0220610A,CISCO_NCS2015_SHELF
4084,I1433/OM96/HRBGPAHA/NCLDPANC,HRBGPAHA-0220610A,CISCO_NCS2015_SHELF,NCLDPANC-0111400A,CISCO_NCS2015_SHELF
5641,I1435/OM96/HRBGPAHA/SLTNPAST,HRBGPAHA-0220610A,CISCO_NCS2015_SHELF,SLTNPAST-0120508A,CISCO_NCS2015_SHELF
4101,I1437/OM96/CHESPACB/MEDIPAME,CHESPACB-0111002A,CISCO_NCS2015_SHELF,MEDIPAME-0222606A,CISCO_NCS2015_SHELF
4221,I1444/OM96/BCYNPABC/PHLAPAIV,BCYNPABC-0001102A,CISCO NCS2015 DC SHELF,PHLAPAIV-0221314A,CISCO_NCS2015_SHELF
4421,I1457/OM96/NWRCNYNR/NYCXNYJE,NWRCNYNR-0330601A,CISCO_NCS2015_SHELF,NYCXNYJE-0220817A,CISCO_NCS2015_SHELF
4541,I1467/OM96/CHESPACB/TLVLDETV,CHESPACB-0111002A,CISCO_NCS2015_SHELF,TLVLDETV-0110214A,CISCO_NCS2015_SHELF
4661,I1481/OM96/ARVGNYAV/NWRCNYNR,ARVGNYAV-0000716A,CISCO_NCS2015_SHELF,NWRCNYNR-0330601A,CISCO_NCS2015_SHELF
8403,I1484/OM96/NYCKNYLA/WDMRNYFR,NYCKNYLA-0116505A,CISCO NCS2015 DC SHELF,WDMRNYFR-0222636A,CISCO_NCS2015_SHELF
4763,I1487/OM96/PRRVNYNP/SPVYNYSV,PRRVNYNP-0111919A,CISCO_NCS2015_SHELF,SPVYNYSV-0223501A,CISCO_NCS2015_SHELF
4921,I1495/OM96/NWHPPANH/YRDLPAYL,NWHPPANH-0113101A,CISCO_NCS2015_SHELF,YRDLPAYL-0116107A,CISCO_NCS2015_SHELF
5283,I1522/OM96/EDSNNJED/NBWKNJNB,EDSNNJED-0223109A,CISCO_NCS2015_SHELF,NBWKNJNB-0550209A,CISCO_NCS2015_SHELF
5301,I1523/OM96/NBWKNJNB/PSWYNJPI,NBWKNJNB-0550209A,CISCO_NCS2015_SHELF,PSWYNJPI-0220602A,CISCO_NCS2015_SHELF
43232,NLN-C3S ULP A_S01,,,,
43754,NLN-C3S ULP D_S01,,GENERAL FDB,,
111510,NNO 101-OC48-CNCQOH22NOM-CNCQOH22RFW45,,FDB,,
118212,NNO 101-T3F-EWTPPAHB00T-SLBRMDAZCM2_S03,,,,
118088,NNO 102-T3F-CNCQOH22-HCHLILMT,,,,
118081,NNO 103-T3F-CNCQOH22-HCHLILMT,,,,
118083,NNO 104-T3F-CNCQOH22-HCHLILMT,,,,
118082,NNO 106-T3F-CNCQOH22-HCHLILMT,,,,
118086,NNO 107-T3F-CNCQOH22-HCHLILMT,,,,
118080,NNO 108-T3F-CNCQOH22-HCHLILMT,,,,
118079,NNO 109-T3F-CNCQOH22-HCHLILMT,,,,
118087,NNO 110-T3F-CNCQOH22-HCHLILMT,,,,
118085,NNO 111-T3F-CNCQOH22-HCHLILMT,,,,
118084,NNO 112-T3F-CNCQOH22-HCHLILMT,,,,
122169,OTA000000005,TAMQFLHU-01311071,CS_NCS540_SHELF,TAMQFLHU-01311071,CS_NCS540_SHELF
122168,OTA000000006,TAMQFLHU-01311051,CS_NCS540_SHELF,TAMQFLHU-01311051,CS_NCS540_SHELF
122741,OTA000000007,TAMQFLHU-01311072,CS_NCS540_SHELF,,
124307,OTA000000008,TAMQFLHU-01311073,CS_NCS540_SHELF,,
124309,OTA000000009,TAMQFLHU-01311052,CS_NCS540_SHELF,,
124312,OTA00000000A,TAMQFLHU-01311053,CS_NCS540_SHELF,,
125112,OTA00000000F,TAMQFLVT-01VZB01A,CS NCS4202 DC SHELF,,
125707,OTA00000000G,TAMRFL52-01VZB01A,CS NCS4202 DC SHELF,,
125831,OTA00000000H,TAMUFLHQ-01VZB01A,CS NCS4202 DC SHELF,,
125832,OTA00000000I,TAMPFLVE-01VZB01A,CS NCS4202 SHELF,,
125884,OTA00000000K,TAMRFLCF-01VZB01A,CS NCS4202 DC SHELF,,
125883,OTA00000000L,TAMUFLIY-01VZB01A,CS NCS4202 DC SHELF,,
125881,OTA00000000M,TAMTFLKE-01VZB01A,CS NCS4202 SHELF,,
125907,OTA00000000N,ELOPFLAS-01VZB01A,CS NCS4202 SHELF,,
125902,OTA00000000O,TAMTFLZU-01VZB01A,CS NCS4202 DC SHELF,,
125901,OTA00000000P,TAMVFLTY-01VZB01A,CS NCS4202 DC SHELF,,
125910,OTA00000000Q,TAMSFLRL-01VZB01A,CS NCS4202 SHELF,,
129301,OTA00000000S,TAMSFLLT-01VZB01A,CS NCS4202 DC SHELF,,
130013,OTA00000000T,TAMSFL96-01VZB01A,CS NCS4202 DC SHELF,,
132525,OTA00000000U,TRSPFLBG-01VZB01A,CS NCS4202 DC SHELF,,
132626,OTA00000000V,LNLKFLHU-01VZB01A,CS NCS4202 DC SHELF,,
125809,OTE000000003,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125808,OTE000000004,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125833,OTE000000005,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125834,OTE000000006,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125837,OTE000000007,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125838,OTE000000008,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125890,OTE000000009,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125895,OTE00000000A,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125889,OTE00000000B,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125892,OTE00000000C,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125891,OTE00000000D,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125893,OTE00000000E,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125897,OTE00000000F,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125898,OTE00000000G,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125912,OTE00000000H,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125911,OTE00000000I,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125914,OTE00000000J,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125913,OTE00000000K,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125915,OTE00000000L,TAMQFLHU-01311051,CS_NCS540_SHELF,,
125916,OTE00000000M,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125939,OTE00000000N,TAMQFLHU-01311071,CS_NCS540_SHELF,,
125940,OTE00000000O,TAMQFLHU-01311051,CS_NCS540_SHELF,,
129324,OTE00000000Q,TAMQFLHU-01311053,CS_NCS540_SHELF,,
129325,OTE00000000R,TAMQFLHU-01311073,CS_NCS540_SHELF,,
130021,OTE00000000S,TAMQFLHU-01311072,CS_NCS540_SHELF,,
130018,OTE00000000T,TAMQFLHU-01311052,CS_NCS540_SHELF,,
132527,OTE00000000U,TAMQFLHU-01311051,CS_NCS540_SHELF,,
132528,OTE00000000V,TAMQFLHU-01311071,CS_NCS540_SHELF,,
132628,OTE00000000W,TAMQFLHU-01311052,CS_NCS540_SHELF,LNLKFLHU-01VZB01A,CS NCS4202 DC SHELF
132627,OTE00000000X,TAMQFLHU-01311072,CS_NCS540_SHELF,LNLKFLHU-01VZB01A,CS NCS4202 DC SHELF
133577,OTE00000000Y,TAMQFLHU-01311051,CS_NCS540_SHELF,TAMQFLVT-01VZB01A,CS NCS4202 DC SHELF
133579,OTE00000000Z,TAMQFLHU-01311071,CS_NCS540_SHELF,TAMQFLVT-01VZB01A,CS NCS4202 DC SHELF
96167,OTO00000001C,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,RCRDCAGJ-0111405A,CISCO_FIBERSHUFFLE_SHELF
33221,OTO00000001D,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,RCKLCAIG-01040303A,CISCO_NCS4016_SHELF
33247,OTO00000001H,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,SCROCA04-0110107A,CISCO MPO FANOUT SHELF
33253,OTO00000001I,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,RCKLCAIG-01040303A,CISCO_NCS4016_SHELF
33256,OTO00000001K,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,SCROCAAN-0110004A,CISCO MPO FANOUT SHELF
96165,OTO00000002J,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,RCKLCAIG-01040303A,CISCO_NCS4016_SHELF
90363,OTO00000002K,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,SCRQCAUU-0110104A,CISCO MPO FANOUT SHELF
90364,OTO00000002L,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,SCROCA04-0110107A,CISCO MPO FANOUT SHELF
90365,OTO00000002M,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,RCKLCAIG-01040303A,CISCO_NCS4016_SHELF
90366,OTO00000002N,RCKLCAIG-01040303A,CISCO_FIBERSHUFFLE_SHELF,SCROCAAN-0110004A,CISCO MPO FANOUT SHELF
105387,OTO00000002W,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF
93302,OTO000000030,BLTNMN86H0301A10103A,CISCO MPO FANOUT SHELF,,CISCO_FIBERSHUFFLE_SHELF
94545,OTO000000031,BLTNMN86H0301A10103A,CISCO MPO FANOUT SHELF,MPLTMNFJ-01011403A,CISCO_FIBERSHUFFLE_SHELF
94560,OTO000000033,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNNV-0110304B,CISCO MPO FANOUT SHELF
94561,OTO000000034,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF
94562,OTO000000035,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF,MPLSMNNB-S01602A,CISCO MPO FANOUT SHELF
94563,OTO000000036,BLTNMN86H0301A10103A,CISCO MPO FANOUT SHELF,MPLTMNFJ-01011403A,CISCO_FIBERSHUFFLE_SHELF
94593,OTO000000038,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNNV-0110304B,CISCO MPO FANOUT SHELF
126114,OTO00000003F,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMQFLSZ-01828A,CISCO MPO FANOUT SHELF
95572,OTO00000003G,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO NCS4016 SHELF
118661,OTO00000003K,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLPW-0110001B,CISCO MPO FANOUT SHELF
96340,OTO00000003L,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMQFLDQ-0110001A,CISCO_NCS4016_SHELF
96341,OTO00000003M,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMQFLDQ-0110001A,CISCO MPO FANOUT SHELF
112981,OTO00000003P,OMALNEXUH070150113A,CISCO NCS4016 SHELF,WTRLNEAB-0110101B,CISCO NCS4009 SHELF
96566,OTO00000003R,OMALNEXUH070150113A,CISCO MPO FANOUT SHELF,OMALNEXUH070150113A,CISCO NCS4016 SHELF
103178,OTO00000003S,OMALNEXUH070150113A,CISCO MPO FANOUT SHELF,OMALNEXUH070150113A,CISCO NCS4016 SHELF
105567,OTO000000044,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLPW-0110001A,CISCO MPO FANOUT SHELF
99016,OTO00000004C,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
99034,OTO00000004D,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
98744,OTO00000004K,BLTNMN86H0301A10103A,CISCO MPO FANOUT SHELF,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF
99361,OTO00000004L,BLTNMN86H0301A10103A,CISCO_NCS4016_SHELF,STPLMNIJ-0110333A,CISCO_FIBERSHUFFLE_SHELF
99038,OTO00000004P,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
99039,OTO00000004X,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
100326,OTO000000052,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLCMH0206316A,CISCO MPO FANOUT SHELF
100352,OTO000000053,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLCMH0206316A,CISCO MPO FANOUT SHELF
100476,OTO00000005A,ORLDFLRR-061804A,CISCO MPO FANOUT SHELF,ORLHFL01W020130207A,CISCO MPO FANOUT SHELF
129662,OTO00000005B,ORLDFLRR-061804A,CISCO MPO FANOUT SHELF,ORLHFL01W020130207A,CISCO MPO FANOUT SHELF
99801,OTO00000005D,CLIVIA03-0110101B,CISCO NCS4009 SHELF,DESMIAIEH010140103A,CISCO NCS4016 SHELF
113501,OTO00000005P,DESMIAIEH010140103A,CISCO MPO FANOUT SHELF,DESPIAMR-0110101B,CISCO NCS4009 SHELF
100879,OTO00000005R,DESMIAIEH010140103A,CISCO NCS4016 SHELF,URDLIA13-0110101B,CISCO NCS4009 SHELF
100881,OTO00000005S,DESMIAIEH010140103A,CISCO MPO FANOUT SHELF,URDLIA13-0110101B,CISCO NCS4009 SHELF
100884,OTO00000005T,DESMIAIEH010140103A,CISCO NCS4016 SHELF,WDMNIANI-0110101B,CISCO NCS4009 SHELF
100889,OTO00000005V,DESMIAIEH010140103A,CISCO MPO FANOUT SHELF,WDMNIANI-0110101B,CISCO NCS4009 SHELF
105754,OTO000000063,OMALNEXUH070150113A,CISCO NCS4016 SHELF,OMAHNEUV-0110101B,CISCO NCS4009 SHELF
103401,OTO000000064,MIAMFLBBH02171406A,CISCO_FIBERSHUFFLE_SHELF,MIAMFLBBH02171406A,CISCO_NCS4016_SHELF
103405,OTO000000066,MIAMFLBBH02171406A,CISCO_FIBERSHUFFLE_SHELF,MIAMFLBBH02171406A,CISCO_NCS4016_SHELF
103453,OTO00000006B,FTLDFL17-0220802A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103481,OTO00000006C,FTLDFL17-0220802A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103554,OTO00000006E,MIAMFLLD-0113003A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103589,OTO00000006H,MIAMFLLD-0113003A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103739,OTO00000006L,MIANFLPV-011316A,CISCO MPO FANOUT SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103788,OTO00000006M,MIANFLPV-011316A,CISCO MPO FANOUT SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
103813,OTO00000006N,OMALNEXUH070150113A,CISCO MPO FANOUT SHELF,OMAHNEUV-0110101B,CISCO NCS4009 SHELF
103971,OTO00000006O,PMBHFLDR-0120206A,CISCO MPO FANOUT SHELF,PMBHFLDR-0120206A,CISCO NCS4016 SHELF
103973,OTO00000006P,PMBHFLDR-0120206A,CISCO MPO FANOUT SHELF,PMBHFLDR-0120206A,CISCO NCS4016 SHELF
104070,OTO00000006Q,DAVEFLPH-0110206A,CISCO MPO FANOUT SHELF,DAVEFLPH-0110206A,CISCO_NCS4016_SHELF
104104,OTO00000006R,DAVEFLPH-0110206A,CISCO MPO FANOUT SHELF,DAVEFLPH-0110206A,CISCO_NCS4016_SHELF
104506,OTO00000006U,MIAMFLLD-0113003A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
104511,OTO00000006V,MIAMFLLD-0113003A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
105346,OTO00000006Y,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
105347,OTO00000006Z,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
105348,OTO000000070,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
105349,OTO000000071,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
105350,OTO000000072,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
113165,OTO00000007T,KNVNTN76-01110313A,CISCO MPO FANOUT SHELF,KNVOTNFZ-0110101A,CISCO MPO FANOUT SHELF
114141,OTO000000080,KNVNTN76-01110313A,CISCO MPO FANOUT SHELF,KNVOTNFZ-0110101A,CISCO NCS4009 SHELF
115323,OTO00000008U,BLTNMN86H0301A10105A,CISCO MPO FANOUT SHELF,MPLSMNWP-0110103B,CISCO NCS4009 SHELF
115324,OTO00000008V,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,BLTNMNKD-0110204B,CISCO NCS4009 SHELF
115754,OTO00000008Y,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF,MIAMFLBBH02171406A,CISCO_NCS4016_SHELF
115760,OTO00000008Z,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF,MIAMFLBBH02171406A,CISCO_NCS4016_SHELF
121615,OTO00000009W,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
121723,OTO00000009X,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNYS-0110101B,CISCO 1RU MPO FANOUT
121893,OTO0000000A2,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNYS-0110101B,CISCO 1RU MPO FANOUT
122170,OTO0000000A3,SNVACANXH100110219A,CISCO MPO FANOUT SHELF,SNJUCA09-01620A,CISCO_FIBERSHUFFLE_SHELF
122518,OTO0000000A4,SNVACANXH100110219A,CISCO MPO FANOUT SHELF,SNJUCA09-01620A,CISCO_FIBERSHUFFLE_SHELF
122519,OTO0000000A5,SNJSCARM-012204A,CISCO MPO FANOUT SHELF,SNVACANXH100110219A,CISCO MPO FANOUT SHELF
122520,OTO0000000A6,SNJSCARM-012204A,CISCO MPO FANOUT SHELF,SNVACANXH100110219A,CISCO MPO FANOUT SHELF
122523,OTO0000000A9,SNVACANXH100110219A,CISCO MPO FANOUT SHELF,SNVACAUI-0110803A,CISCO_FIBERSHUFFLE_SHELF
122524,OTO0000000AA,SNVACANXH100110219A,CISCO MPO FANOUT SHELF,SNVACAUI-0110803A,CISCO_FIBERSHUFFLE_SHELF
124521,OTO0000000B5,OMALNEXUH070150113A,CISCO MPO FANOUT SHELF,WTRLNEAB-0110101B,CISCO NCS4009 SHELF
124727,OTO0000000C8,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,BLTNMNKD-0110204B,CISCO NCS4009 SHELF
124850,OTO0000000DJ,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
124851,OTO0000000DK,MIAQFL60-01001708A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
124867,OTO0000000DL,PNSDFL08-0110101B,CISCO NCS4009 SHELF,PNSCFL35-0111302A,CISCO NCS4016 SHELF
124869,OTO0000000DM,PNSCFL35-0111302A,CISCO NCS4016 SHELF,PNSDFL08-0110101B,CISCO NCS4009 SHELF
124930,OTO0000000DN,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNWP-0110103B,CISCO 1RU MPO FANOUT
125663,OTO0000000G6,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLWMN13-0110107B,CISCO NCS4009 SHELF
126347,OTO0000000G8,LUTZFLBC-0110102A,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
126520,OTO0000000GC,FTLDFL17-0220802A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
126521,OTO0000000GD,FTLDFL17-0220802A,CISCO_FIBERSHUFFLE_SHELF,PMBRFLTFH0201030406A,CISCO_FIBERSHUFFLE_SHELF
126735,OTO0000000GJ,OLDSFLAU-0110202A,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
126737,OTO0000000GK,OLDSFLAU-0110202A,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
126768,OTO0000000GL,BLTNMN86H0301A10105A,CISCO MPO FANOUT SHELF,MPLSMNWP-0110103B,CISCO 1RU MPO FANOUT
126769,OTO0000000GM,BLTNMN86H0301A10105A,CISCO NCS4016 SHELF,MPLSMNWP-0110103B,CISCO 1RU MPO FANOUT
127203,OTO0000000GO,LNLKFLKF-0110103B,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
127209,OTO0000000GP,LNLKFLKF-0110103B,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
127336,OTO0000000GR,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLXAW0E-1210202A,CISCO MPO FANOUT SHELF
127363,OTO0000000GS,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMPFLXAW0E-1210202A,CISCO MPO FANOUT SHELF
127716,OTO0000000GY,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,STGRFL17H0201101022,CISCO MPO FANOUT SHELF
127798,OTO0000000H0,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,STGRFL17H0201101022,CISCO MPO FANOUT SHELF
127799,OTO0000000H2,HDSNFL21-01101012,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
128146,OTO0000000H7,ENWDCOFFH0501020402A,CISCO_FIBERSHUFFLE_SHELF,DNVVCO15-0110107A,CISCO MPO FANOUT SHELF
128149,OTO0000000H8,ENWDCOFFH0501020402A,CISCO_FIBERSHUFFLE_SHELF,DNVVCO15-0110107A,CISCO MPO FANOUT SHELF
128192,OTO0000000HF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMXFLHR-01101042,CISCO MPO FANOUT SHELF
128193,OTO0000000HG,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TAMXFLHR-01101042,CISCO MPO FANOUT SHELF
128244,OTO0000000HJ,AURSCOTYW0201010522A,CISCO_NCS4016_SHELF,CLSPCO11H0006905A,CISCO_FIBERSHUFFLE_SHELF
128245,OTO0000000HK,AURSCOTYW0201010522A,CISCO_FIBERSHUFFLE_SHELF,CLSPCO11H0006905A,CISCO_FIBERSHUFFLE_SHELF
128250,OTO0000000HL,ENWDCOFFH0501020402A,CISCO_FIBERSHUFFLE_SHELF,DNVRCO26-0992102A,CISCO_NCS4016_SHELF
128661,OTO0000000HO,BRHOALTBH090110608A,CISCO MPO FANOUT SHELF,HOVRAL19-0110101B,CISCO NCS4009 SHELF
128870,OTO0000000HR,BRHOALTBH090110608A,CISCO MPO FANOUT SHELF,PLHMAL42-0110101B,CISCO NCS4009 SHELF
129751,OTO0000000I1,ALBQNMMF-0110504A,CISCO MPO FANOUT SHELF,ALBRNMXTW000110403A,CISCO_FIBERSHUFFLE_SHELF
129908,OTO0000000I4,BRHOALTBH090110608A,CISCO MPO FANOUT SHELF,HOVRAL19-0110101B,CISCO NCS4009 SHELF
129911,OTO0000000I5,BRHOALTBH090110608A,CISCO MPO FANOUT SHELF,PLHMAL42-0110101B,CISCO NCS4009 SHELF
130597,OTO0000000JB,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TRSPFL06-0110104A,CISCO MPO FANOUT SHELF
130606,OTO0000000JC,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF,TRSPFL06-0110104A,CISCO MPO FANOUT SHELF
130707,OTO0000000JG,LNLKFLJR-01101012,CISCO MPO FANOUT SHELF,PTCYFLBK-0130307A,CISCO MPO FANOUT SHELF
131156,OTO0000000K9,BKFFCASK-01020109A,CISCO_FIBERSHUFFLE_SHELF,BKFDCAFM-0110503A,CISCO_FIBERSHUFFLE_SHELF
131157,OTO0000000KA,BKFFCASK-01020109A,CISCO_FIBERSHUFFLE_SHELF,BKFDCAFM-0110503A,CISCO_FIBERSHUFFLE_SHELF
131582,OTO0000000L2,CRRNMN02-0110103B,CISCO 1RU MPO FANOUT,GLVYMNNV-01S20403A,CISCO_NCS4016_SHELF
131583,OTO0000000L3,CRRNMN02-0110103B,CISCO 1RU MPO FANOUT,GLVYMNNV-01S20403A,CISCO_NCS4016_SHELF
131651,OTO0000000L7,AURSCOTYW0201010522A,CISCO_FIBERSHUFFLE_SHELF,CLSQCOAC-0110201B,CISCO MPO FANOUT SHELF
131652,OTO0000000L8,AURSCOTYW0201010522A,CISCO_FIBERSHUFFLE_SHELF,CLSQCOAC-0110201B,CISCO MPO FANOUT SHELF
132013,OTO0000000L9,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
132014,OTO0000000LG,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
132017,OTO0000000LH,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
132021,OTO0000000LI,NWRKNJMD-0316205A,CISCO_NCS4016_SHELF,SCCSNJ95-02220108A,CISCO NCS4016 SHELF
